Model,Stripe,Threshold,MCC,Coefs,Median Threshold,Median MCC
"('Ama__6', 'Antp__6', 'CG14427__6', 'Doc2__6')",3,0.7,0.15874492581887611,[[-0.1866963   6.97505048 -2.5741457   0.51050641]],0.7,0.15874492581887611
"('Ama__6', 'Antp__6', 'CG14427__6', 'Doc2__6')",5,0.7,0.09978670513467633,[[ 1.83582696 -0.72267084 -1.16664934 -1.59263547]],0.7,0.09978670513467633
"('Ama__6', 'Antp__6', 'CG14427__6', 'Doc2__6')",1+2,0.76,0.48327103582574704,[[ 0.42451162  6.03038728 -1.20120664  0.13872601]],0.79,0.4746195975425082
"('Ama__6', 'Antp__6', 'CG14427__6', 'Doc2__6')",4+6+7,0.72,0.1854038498932766,[[ 1.65957543 -1.11456    -2.23530592 -1.49039046]],0.7,0.17996252543128236
"('Ama__6', 'Antp__6', 'CG14427__6', 'Doc3__6')",3,0.7,0.15590174276892863,[[-0.09354287  6.76005606 -2.74899526 -0.1564103 ]],0.7,0.15590174276892863
"('Ama__6', 'Antp__6', 'CG14427__6', 'Doc3__6')",5,0.77,0.12218369664855161,[[ 1.54331055 -1.54190706 -1.33998609 -4.2347914 ]],0.7,0.10592621584598161
"('Ama__6', 'Antp__6', 'CG14427__6', 'Doc3__6')",1+2,0.76,0.4810857897414227,[[ 0.40144597  5.83128812 -1.34513376 -0.88523631]],0.79,0.4718188908870096
"('Ama__6', 'Antp__6', 'CG14427__6', 'Doc3__6')",4+6+7,0.72,0.19372637373026494,[[ 1.43738865 -2.10040832 -2.5365564  -4.49829024]],0.7,0.18904799813921352
"('Ama__6', 'Antp__6', 'CG14427__6', 'Esp__6')",3,0.72,0.2532619484874259,[[ 1.50641218  4.69694207 -5.74133784  7.75750742]],0.7,0.25082176212265056
"('Ama__6', 'Antp__6', 'CG14427__6', 'Esp__6')",5,0.7,0.07969386665739464,[[ 1.6094819  -0.14572288 -0.58636729 -1.34272511]],0.7,0.07969386665739464
"('Ama__6', 'Antp__6', 'CG14427__6', 'Esp__6')",1+2,0.86,0.5196230705430733,[[ 0.27456578  7.08214546 -0.39580204 -8.33076497]],0.79,0.505224977737191
"('Ama__6', 'Antp__6', 'CG14427__6', 'Esp__6')",4+6+7,0.77,0.16455277413299657,[[ 1.63687993 -0.99353172 -2.24969231  1.6894107 ]],0.7,0.14845421098161884
"('Ama__6', 'Antp__6', 'CG14427__6', 'HLHm5__6')",3,0.7,0.15537794791662005,[[-0.03273847  6.87844064 -2.56258053 -0.22799884]],0.7,0.15537794791662005
"('Ama__6', 'Antp__6', 'CG14427__6', 'HLHm5__6')",5,0.7,0.11300102090408108,[[ 2.4457732  -0.10929843  0.31865743 -3.24902848]],0.7,0.11300102090408108
"('Ama__6', 'Antp__6', 'CG14427__6', 'HLHm5__6')",1+2,0.86,0.44793296052414444,[[-0.42022665  6.64354103 -3.25115992  3.61165077]],0.79,0.43316972596727865
"('Ama__6', 'Antp__6', 'CG14427__6', 'HLHm5__6')",4+6+7,0.71,0.19393702007294225,[[ 2.06734013 -0.59703441 -1.01023427 -2.70513172]],0.7,0.18528551355126294
"('Ama__6', 'Antp__6', 'CG14427__6', 'Ilp4__6')",3,0.7,0.16008414458954714,[[ 0.93314953  7.45784398 -2.09892905 -3.93247347]],0.7,0.16008414458954714
"('Ama__6', 'Antp__6', 'CG14427__6', 'Ilp4__6')",5,0.7,0.07888271788341186,[[ 2.52984069 -0.05649134 -0.34785687 -2.84606382]],0.7,0.07888271788341186
"('Ama__6', 'Antp__6', 'CG14427__6', 'Ilp4__6')",1+2,0.79,0.46571414455672816,[[-0.33977051  6.06685959 -1.63995459  2.70291999]],0.79,0.46571414455672816
"('Ama__6', 'Antp__6', 'CG14427__6', 'Ilp4__6')",4+6+7,0.75,0.24059081416721526,[[ 3.0810826  -0.15079424 -0.97948789 -6.70747274]],0.7,0.23399977725332022
"('Ama__6', 'Antp__6', 'CG14427__6', 'ImpE2__6')",3,0.7,0.1979210951248678,[[ -0.13771642   7.17152188  -0.56378535 -12.35337963]],0.7,0.1979210951248678
"('Ama__6', 'Antp__6', 'CG14427__6', 'ImpE2__6')",5,0.7,0.0952734171688614,[[ 1.74602227 -0.36233336  0.75227753 -7.95534699]],0.7,0.0952734171688614
"('Ama__6', 'Antp__6', 'CG14427__6', 'ImpE2__6')",1+2,0.76,0.4820302475859319,[[ 0.50047446  6.32246062 -1.77716718  1.89573807]],0.79,0.4720102127637753
"('Ama__6', 'Antp__6', 'CG14427__6', 'ImpE2__6')",4+6+7,0.7,0.14588605420629275,[[ 1.51652453 -0.78011426 -0.30958869 -9.6590415 ]],0.7,0.14588605420629275
"('Ama__6', 'Antp__6', 'CG14427__6', 'ImpL2__6')",3,0.7,0.15407121569042448,[[-0.49253655  7.22437697 -2.5556842  -1.26125354]],0.7,0.15407121569042448
"('Ama__6', 'Antp__6', 'CG14427__6', 'ImpL2__6')",5,0.7,0.05202189976138262,[[ 0.91492391  0.73529562 -0.09146869 -7.17990772]],0.7,0.05202189976138262
"('Ama__6', 'Antp__6', 'CG14427__6', 'ImpL2__6')",1+2,0.75,0.4222456001145413,[[ 1.64800169  5.19358876 -2.05708206  4.09153903]],0.79,0.41134484743599853
"('Ama__6', 'Antp__6', 'CG14427__6', 'ImpL2__6')",4+6+7,0.71,0.16250303916270797,[[ 1.01244752 -0.15579758 -1.53372001 -2.74111386]],0.7,0.15457592224542957
"('Ama__6', 'Antp__6', 'CG14427__6', 'MESR3__6')",3,0.7,0.16913677168058464,[[-0.67171782  6.94989009 -3.06878572 -1.71059055]],0.7,0.16913677168058464
"('Ama__6', 'Antp__6', 'CG14427__6', 'MESR3__6')",5,0.71,0.0947146228129893,[[ 1.40604091 -0.35564718 -0.98857417 -0.95092737]],0.7,0.09326695935627066
"('Ama__6', 'Antp__6', 'CG14427__6', 'MESR3__6')",1+2,0.79,0.47221895204060255,[[ 0.95580628  6.36647949 -0.62554875  1.63955275]],0.79,0.47221895204060255
"('Ama__6', 'Antp__6', 'CG14427__6', 'MESR3__6')",4+6+7,0.76,0.15497687515172698,[[ 1.43980085 -0.76105685 -1.96683104 -0.47038767]],0.7,0.15403361942628827
"('Ama__6', 'Antp__6', 'CG14427__6', 'Mdr49__6')",3,0.7,0.14961001472196753,[[ 0.83937433  7.24592651 -2.14880759 -3.5504856 ]],0.7,0.14961001472196753
"('Ama__6', 'Antp__6', 'CG14427__6', 'Mdr49__6')",5,0.7,0.06357875252310723,[[ 2.53575956 -0.22527409  0.05422233 -2.64779045]],0.7,0.06357875252310723
"('Ama__6', 'Antp__6', 'CG14427__6', 'Mdr49__6')",1+2,0.77,0.48438873090260054,[[ 0.45279668  6.0631646  -1.23788455 -0.05043294]],0.79,0.474316652033636
"('Ama__6', 'Antp__6', 'CG14427__6', 'Mdr49__6')",4+6+7,0.72,0.2520925250433373,[[ 3.18693625 -0.34203904 -0.50370356 -6.27773281]],0.7,0.24438686366981516
"('Ama__6', 'Antp__6', 'CG14427__6', 'Mes2__6')",3,0.7,0.19257803031494228,[[ 1.57467863  7.72175195 -1.72737141 -2.95082181]],0.7,0.19257803031494228
"('Ama__6', 'Antp__6', 'CG14427__6', 'Mes2__6')",5,0.75,0.17770453139735157,[[ 4.09439207  0.17632213  0.86443102 -4.29460622]],0.7,0.1709230965719833
"('Ama__6', 'Antp__6', 'CG14427__6', 'Mes2__6')",1+2,0.76,0.4820474029075655,[[ 0.30821654  6.03515673 -1.36178748  0.22572515]],0.79,0.4718188908870096
"('Ama__6', 'Antp__6', 'CG14427__6', 'Mes2__6')",4+6+7,0.75,0.18528300813024143,[[ 3.79261471 -0.46592778 -0.44045703 -3.99952613]],0.7,0.17800033238671956
"('Ama__6', 'Antp__6', 'CG14427__6', 'Nek2__6')",3,0.7,0.3239927828726819,[[ -3.91568727   3.37738575   0.32400932 -14.22535555]],0.7,0.3239927828726819
"('Ama__6', 'Antp__6', 'CG14427__6', 'Nek2__6')",5,0.7,0.1031244006932664,[[ 1.84769234 -0.26059254 -0.84393649  0.43082509]],0.7,0.1031244006932664
"('Ama__6', 'Antp__6', 'CG14427__6', 'Nek2__6')",1+2,0.83,0.47316949652136564,[[ 1.49911384  7.01888535 -1.67029779  2.12683473]],0.79,0.456316835374036
"('Ama__6', 'Antp__6', 'CG14427__6', 'Nek2__6')",4+6+7,0.7,0.18566662072586734,[[ 2.46116934 -0.23656187 -2.4287427   2.10390651]],0.7,0.18566662072586734
"('Ama__6', 'Antp__6', 'CG14427__6', 'NetA__6')",3,0.7,0.20238324727615856,[[ 2.16089112  8.27405146 -1.57771334 -3.55917467]],0.7,0.20238324727615856
"('Ama__6', 'Antp__6', 'CG14427__6', 'NetA__6')",5,0.7,0.1435826076593489,[[ 3.02896527  0.13126424 -0.23196552 -1.96171441]],0.7,0.1435826076593489
"('Ama__6', 'Antp__6', 'CG14427__6', 'NetA__6')",1+2,0.76,0.4710440013169664,[[-0.12480364  6.11261777 -1.51409761  0.85480491]],0.79,0.4637081259773379
"('Ama__6', 'Antp__6', 'CG14427__6', 'NetA__6')",4+6+7,0.7,0.1816148996970197,[[ 2.87501555 -0.34502833 -1.2338052  -2.14017032]],0.7,0.1816148996970197
"('Ama__6', 'Antp__6', 'CG14427__6', 'Traf1__6')",3,0.7,0.23141272422749695,[[ 0.85199433  7.61989597 -2.31805465 -5.50972082]],0.7,0.23141272422749695
"('Ama__6', 'Antp__6', 'CG14427__6', 'Traf1__6')",5,0.7,0.11833158856897168,[[ 1.93476573 -0.25047232 -0.65603054 -1.33181335]],0.7,0.11833158856897168
"('Ama__6', 'Antp__6', 'CG14427__6', 'Traf1__6')",1+2,0.76,0.4847608815623541,[[ 0.35571142  6.09051031 -1.34697165  0.449638  ]],0.79,0.471341653754604
"('Ama__6', 'Antp__6', 'CG14427__6', 'Traf1__6')",4+6+7,0.7,0.15399151304392816,[[ 1.54029115 -0.68158319 -1.83194573 -0.27558244]],0.7,0.15399151304392816
"('Ama__6', 'Antp__6', 'CG14427__6', 'aay__6')",3,0.7,0.2973136989859282,[[ -0.14489744   8.30999149  -1.11897961 -11.17844242]],0.7,0.2973136989859282
"('Ama__6', 'Antp__6', 'CG14427__6', 'aay__6')",5,0.7,0.10713708105450684,[[ 1.64384031 -0.33509042 -0.7310609  -0.36690268]],0.7,0.10713708105450684
"('Ama__6', 'Antp__6', 'CG14427__6', 'aay__6')",1+2,0.77,0.48608065302185083,[[ 0.42380506  6.01851308 -1.24153753 -0.17678982]],0.79,0.47259329186927573
"('Ama__6', 'Antp__6', 'CG14427__6', 'aay__6')",4+6+7,0.7,0.1605124575057548,[[ 1.47155362 -0.72535414 -1.83944348 -0.4696429 ]],0.7,0.1605124575057548
"('Ama__6', 'Antp__6', 'CG14427__6', 'apt__6')",3,0.7,0.15888129735085232,[[-1.06122149  5.55510905 -1.09866961 -8.04886897]],0.7,0.15888129735085232
"('Ama__6', 'Antp__6', 'CG14427__6', 'apt__6')",5,0.71,0.26777473335058294,[[-3.72755789e-03 -2.25623042e+00  2.16980127e+00 -1.85236120e+01]],0.7,0.26302832323725517
"('Ama__6', 'Antp__6', 'CG14427__6', 'apt__6')",1+2,0.81,0.47696320467486863,[[-0.05938817  5.56835071 -0.87182577 -2.31160009]],0.79,0.47446618080258746
"('Ama__6', 'Antp__6', 'CG14427__6', 'apt__6')",4+6+7,0.7,0.1370307250173,[[ 1.01489061 -1.27709348 -1.58512672 -2.00454481]],0.7,0.1370307250173
"('Ama__6', 'Antp__6', 'CG14427__6', 'bmm__6')",3,0.7,0.23745175562433574,[[-1.1167938   6.49592423 -0.84067199 -9.29828055]],0.7,0.23745175562433574
"('Ama__6', 'Antp__6', 'CG14427__6', 'bmm__6')",5,0.7,0.18092393971055087,[[  0.65008966  -0.74755662   2.06121813 -12.17022285]],0.7,0.18092393971055087
"('Ama__6', 'Antp__6', 'CG14427__6', 'bmm__6')",1+2,0.73,0.5390130442520967,[[ 4.21126551 10.85146194 -1.59703947  7.84764822]],0.79,0.5245896026783878
"('Ama__6', 'Antp__6', 'CG14427__6', 'bmm__6')",4+6+7,0.7,0.16878298800958058,[[ 0.42442372 -1.25514089 -1.05508824 -5.35241753]],0.7,0.16878298800958058
"('Ama__6', 'Antp__6', 'CG14427__6', 'brk__6')",3,0.7,0.17699746462374177,[[-0.73199559  6.87149527 -2.3086894  -1.61448178]],0.7,0.17699746462374177
"('Ama__6', 'Antp__6', 'CG14427__6', 'brk__6')",5,0.7,0.10551401280928836,[[ 1.86827489 -0.46513087 -0.8236603   0.65699849]],0.7,0.10551401280928836
"('Ama__6', 'Antp__6', 'CG14427__6', 'brk__6')",1+2,0.8,0.46976384919893793,[[ 1.14337697  6.05854492 -1.63201417  1.62899707]],0.79,0.4677708556159016
"('Ama__6', 'Antp__6', 'CG14427__6', 'brk__6')",4+6+7,0.7,0.17182085209218986,[[ 2.37812885 -0.97973444 -2.24471606  2.38585268]],0.7,0.17182085209218986
"('Ama__6', 'Antp__6', 'CG14427__6', 'bun__6')",3,0.7,0.1815880341775855,[[-0.22479656  7.56220238 -2.35480477  1.6156873 ]],0.7,0.1815880341775855
"('Ama__6', 'Antp__6', 'CG14427__6', 'bun__6')",5,0.7,0.1361641462350017,[[ 1.79266157  0.16270789 -0.44627478  1.80595439]],0.7,0.1361641462350017
"('Ama__6', 'Antp__6', 'CG14427__6', 'bun__6')",1+2,0.85,0.5057439821244638,[[ 0.46036632  6.21105813 -0.82593783  2.26580769]],0.79,0.49860040973940367
"('Ama__6', 'Antp__6', 'CG14427__6', 'bun__6')",4+6+7,0.7,0.17189341877683545,[[ 1.39780368 -0.89074475 -2.17578268 -1.47013362]],0.7,0.17189341877683545
"('Ama__6', 'Antp__6', 'CG14427__6', 'cad__6')",3,0.7,0.17280883340177042,[[-0.30339206  6.54452632 -2.46193153 -2.5617653 ]],0.7,0.17280883340177042
"('Ama__6', 'Antp__6', 'CG14427__6', 'cad__6')",5,0.7,0.11776532322834306,[[ 1.24953461 -0.58812177 -0.29369138 -5.57255267]],0.7,0.11776532322834306
"('Ama__6', 'Antp__6', 'CG14427__6', 'cad__6')",1+2,0.82,0.479090492332744,[[ 0.64706883  6.11856079 -1.4038345   1.61911639]],0.79,0.47097355540105496
"('Ama__6', 'Antp__6', 'CG14427__6', 'cad__6')",4+6+7,0.71,0.3442918438255796,[[ 1.68342699 -0.65430122 -1.97430849  2.15047741]],0.7,0.33508076512840984
"('Ama__6', 'Antp__6', 'CG14427__6', 'cenG1A__6')",3,0.7,0.1441216579882935,[[ 0.28400092  6.74924439 -1.80297111 -4.11518877]],0.7,0.1441216579882935
"('Ama__6', 'Antp__6', 'CG14427__6', 'cenG1A__6')",5,0.7,0.11091919479707305,[[ 2.1962556  -0.51623196  0.62777156 -7.33911591]],0.7,0.11091919479707305
"('Ama__6', 'Antp__6', 'CG14427__6', 'cenG1A__6')",1+2,0.82,0.445845123427706,[[ 0.21253362  6.53906398 -2.39478828  4.11729454]],0.79,0.44027970592143295
"('Ama__6', 'Antp__6', 'CG14427__6', 'cenG1A__6')",4+6+7,0.71,0.24658328606578528,[[  2.3491623   -1.25145803   0.15841297 -10.60297539]],0.7,0.243446108356659
"('Ama__6', 'Antp__6', 'CG14427__6', 'cnc__6')",3,0.7,0.20296960223014968,[[-0.92188862  7.55019975 -1.01184203 -8.76959227]],0.7,0.20296960223014968
"('Ama__6', 'Antp__6', 'CG14427__6', 'cnc__6')",5,0.75,0.11959440570591308,[[ 1.04230877 -0.11131739  0.93652021 -7.57940659]],0.7,0.10044315062763577
"('Ama__6', 'Antp__6', 'CG14427__6', 'cnc__6')",1+2,0.75,0.48012326030670033,[[ 0.63017238  6.23537561 -1.51842772  1.34756787]],0.79,0.4677708556159016
"('Ama__6', 'Antp__6', 'CG14427__6', 'cnc__6')",4+6+7,0.7,0.17237301823112317,[[ 0.79224265 -0.56023544  0.20504472 -9.55534618]],0.7,0.17237301823112317
"('Ama__6', 'Antp__6', 'CG14427__6', 'comm2__6')",3,0.7,0.1623879476749129,[[ 0.01735243  6.49501056 -2.87822649  0.59405907]],0.7,0.1623879476749129
"('Ama__6', 'Antp__6', 'CG14427__6', 'comm2__6')",5,0.7,0.11119230292140017,[[ 1.66416491 -0.4628657  -0.78344574  0.23590381]],0.7,0.11119230292140017
"('Ama__6', 'Antp__6', 'CG14427__6', 'comm2__6')",1+2,0.89,0.4845331695802476,[[ 1.88682087  5.70265867 -2.59454145  6.57302406]],0.79,0.4761120506122224
"('Ama__6', 'Antp__6', 'CG14427__6', 'comm2__6')",4+6+7,0.71,0.23979383609569085,[[ 1.24507025 -0.11633357 -1.44097526 -1.8861095 ]],0.7,0.23630113831927435
"('Ama__6', 'Antp__6', 'CG14427__6', 'croc__6')",3,0.7,0.18604751053530638,[[-0.27597202  7.0720572  -3.1538684   3.39462799]],0.7,0.18604751053530638
"('Ama__6', 'Antp__6', 'CG14427__6', 'croc__6')",5,0.7,0.10295456775095439,[[ 1.66002957 -0.39606315 -0.63686598 -0.45575268]],0.7,0.10295456775095439
"('Ama__6', 'Antp__6', 'CG14427__6', 'croc__6')",1+2,0.78,0.47556252934126564,[[ 0.5356187   6.27930136 -1.0897892  -3.23970437]],0.79,0.4724283040919041
"('Ama__6', 'Antp__6', 'CG14427__6', 'croc__6')",4+6+7,0.75,0.21781811023545797,[[ 1.50701376 -0.69250176 -1.41640226 -2.97429884]],0.7,0.1867078940993625
"('Ama__6', 'Antp__6', 'CG14427__6', 'dan__6')",3,0.7,0.14948980803432702,[[-0.38713294  7.42139136 -2.3276041  -1.03085355]],0.7,0.14948980803432702
"('Ama__6', 'Antp__6', 'CG14427__6', 'dan__6')",5,0.7,0.05753561299604322,[[ 1.48523845  0.36269485 -0.43943081 -1.39496049]],0.7,0.05753561299604322
"('Ama__6', 'Antp__6', 'CG14427__6', 'dan__6')",1+2,0.81,0.4519436169588614,[[ 2.85705855  6.63101065 -3.61447362  9.13194104]],0.79,0.44487802655650244
"('Ama__6', 'Antp__6', 'CG14427__6', 'dan__6')",4+6+7,0.7,0.17987510998599876,[[ 1.27572585  0.16901241 -1.40764425 -2.06780589]],0.7,0.17987510998599876
"('Ama__6', 'Antp__6', 'CG14427__6', 'danr__6')",3,0.71,0.19334671248143345,[[-0.90858353  7.92796333 -2.008627   -2.28821593]],0.7,0.19219366068266297
"('Ama__6', 'Antp__6', 'CG14427__6', 'danr__6')",5,0.71,0.10903677846492144,[[ 1.80651339 -0.66990493 -0.84609867  0.58530086]],0.7,0.10411434511836147
"('Ama__6', 'Antp__6', 'CG14427__6', 'danr__6')",1+2,0.75,0.44780482622951734,[[ 2.67040725  6.40729626 -2.66003959  5.8084307 ]],0.79,0.43384146012769587
"('Ama__6', 'Antp__6', 'CG14427__6', 'danr__6')",4+6+7,0.7,0.19509803655591026,[[ 1.24997662 -0.21852455 -1.57003897 -1.24724954]],0.7,0.19509803655591026
"('Ama__6', 'Antp__6', 'CG14427__6', 'dpn__6')",3,0.7,0.16003027650636834,[[-0.08548784  6.44349541 -2.60448542  1.00171351]],0.7,0.16003027650636834
"('Ama__6', 'Antp__6', 'CG14427__6', 'dpn__6')",5,0.7,0.1039220168648774,[[ 1.63447227 -0.18711114 -0.74757521 -0.95984555]],0.7,0.1039220168648774
"('Ama__6', 'Antp__6', 'CG14427__6', 'dpn__6')",1+2,0.8,0.49083004292836796,[[ 0.41725523  6.23791239 -1.40391067 -1.27818959]],0.79,0.4888961239906068
"('Ama__6', 'Antp__6', 'CG14427__6', 'dpn__6')",4+6+7,0.75,0.17832892066665904,[[ 1.56262927 -0.94228661 -1.66683048  1.47994132]],0.7,0.17647997333230522
"('Ama__6', 'Antp__6', 'CG14427__6', 'edl__6')",3,0.7,0.1507046147444248,[[-0.05920165  6.73238945 -2.7549524  -0.52062638]],0.7,0.1507046147444248
"('Ama__6', 'Antp__6', 'CG14427__6', 'edl__6')",5,0.71,0.1055333366376226,[[ 1.655577   -0.35988503 -0.76681211  0.06668778]],0.7,0.09728191776831852
"('Ama__6', 'Antp__6', 'CG14427__6', 'edl__6')",1+2,0.76,0.48252956224936266,[[ 0.3354133  6.0467052 -1.3071809  1.0590242]],0.79,0.47229718472765125
"('Ama__6', 'Antp__6', 'CG14427__6', 'edl__6')",4+6+7,0.74,0.1960385297041391,[[ 1.62396363 -0.71831535 -1.74809407 -2.5498927 ]],0.7,0.19232787635581355
"('Ama__6', 'Antp__6', 'CG14427__6', 'emc__6')",3,0.7,0.1841741035026115,[[-0.71688454  7.31067392 -2.20753818  3.92437193]],0.7,0.1841741035026115
"('Ama__6', 'Antp__6', 'CG14427__6', 'emc__6')",5,0.77,0.09459623714175626,[[ 2.12943613 -0.63789794 -1.05536498 -3.68415003]],0.7,0.07549662760211404
"('Ama__6', 'Antp__6', 'CG14427__6', 'emc__6')",1+2,0.77,0.4702173502898117,[[ 0.74922252  6.05865565 -1.38306702 -1.9202561 ]],0.79,0.467574504487195
"('Ama__6', 'Antp__6', 'CG14427__6', 'emc__6')",4+6+7,0.7,0.19354393116931715,[[ 2.48073759 -1.12670082 -2.46605456 -7.54447306]],0.7,0.19354393116931715
"('Ama__6', 'Antp__6', 'CG14427__6', 'eve__6')",3,0.7,0.19774117909208008,[[-0.01188275  6.71762998 -2.87266169 -1.74950811]],0.7,0.19774117909208008
"('Ama__6', 'Antp__6', 'CG14427__6', 'eve__6')",5,0.78,0.12805562140690085,[[ 1.74783964 -0.22816128 -1.18065414 -2.73904096]],0.7,0.10043563571141685
"('Ama__6', 'Antp__6', 'CG14427__6', 'eve__6')",1+2,0.86,0.5106349201025865,[[ 0.95409984  7.87079913 -1.72023263 -6.2425779 ]],0.79,0.48592853400252634
"('Ama__6', 'Antp__6', 'CG14427__6', 'eve__6')",4+6+7,0.76,0.25085903724974323,[[ 1.75232715 -0.51826733 -2.02828166 -2.81458285]],0.7,0.22536678972404095
"('Ama__6', 'Antp__6', 'CG14427__6', 'fj__6')",3,0.7,0.29590751228452905,[[ -0.26755548   7.26516646  -0.64112835 -18.21104756]],0.7,0.29590751228452905
"('Ama__6', 'Antp__6', 'CG14427__6', 'fj__6')",5,0.74,0.13458761709041736,[[ 2.13651007  0.03189017 -0.0734178  -7.56325143]],0.7,0.13363575962669244
"('Ama__6', 'Antp__6', 'CG14427__6', 'fj__6')",1+2,0.87,0.4078356134269053,[[ 0.11916782  6.98542659 -3.0689826   7.02236107]],0.79,0.3857522186155807
"('Ama__6', 'Antp__6', 'CG14427__6', 'fj__6')",4+6+7,0.74,0.21674102843533888,[[ 1.29539465 -1.03156404 -2.45757985  3.90196551]],0.7,0.2049480326813492
"('Ama__6', 'Antp__6', 'CG14427__6', 'fkh__6')",3,0.7,0.2942672913081732,[[-2.50044455e-02  6.81900994e+00  5.58885452e-01 -4.59181779e+01]],0.7,0.2942672913081732
"('Ama__6', 'Antp__6', 'CG14427__6', 'fkh__6')",5,0.76,0.2242022613287963,[[  2.06404445  -1.09178014   2.54103648 -58.45675092]],0.7,0.21935036212000658
"('Ama__6', 'Antp__6', 'CG14427__6', 'fkh__6')",1+2,0.77,0.4850001980493629,[[ 0.21727588  5.46233266 -1.14230035 -3.37797845]],0.79,0.4817274281304823
"('Ama__6', 'Antp__6', 'CG14427__6', 'fkh__6')",4+6+7,0.72,0.19121335754120394,[[ 1.07420805 -1.68841951 -1.85160611 -5.23082132]],0.7,0.18815602601668885
"('Ama__6', 'Antp__6', 'CG14427__6', 'gk__6')",3,0.7,0.18327476369234527,[[ 0.03692087  7.63087291 -1.68744511  3.28828985]],0.7,0.18327476369234527
"('Ama__6', 'Antp__6', 'CG14427__6', 'gk__6')",5,0.83,0.280673377256477,[[2.26857124 0.29954163 0.60022825 5.041423  ]],0.7,0.2580663784323738
"('Ama__6', 'Antp__6', 'CG14427__6', 'gk__6')",1+2,0.83,0.45850950061318296,[[ 0.31392376  6.49728294 -1.6935772  -2.27661093]],0.79,0.452372299805254
"('Ama__6', 'Antp__6', 'CG14427__6', 'gk__6')",4+6+7,0.7,0.15503337877750828,[[ 1.55619301 -0.62190854 -1.60515164  1.19123191]],0.7,0.15503337877750828
"('Ama__6', 'Antp__6', 'CG14427__6', 'h__6')",3,0.7,0.14987548099326034,[[-0.20174472  6.83497169 -2.81630645 -1.08575125]],0.7,0.14987548099326034
"('Ama__6', 'Antp__6', 'CG14427__6', 'h__6')",5,0.71,0.10071899476902375,[[ 1.73870828 -0.40964999 -0.84227423  0.72645137]],0.7,0.09676065319926952
"('Ama__6', 'Antp__6', 'CG14427__6', 'h__6')",1+2,0.76,0.4827913995259748,[[ 0.42755423  5.97791115 -1.26978004 -0.13119383]],0.79,0.4746195975425082
"('Ama__6', 'Antp__6', 'CG14427__6', 'h__6')",4+6+7,0.71,0.2210097850169721,[[ 1.30004489 -0.55951182 -1.8215866  -1.76346646]],0.7,0.2118608730964438
"('Ama__6', 'Antp__6', 'CG14427__6', 'hkb__6')",3,0.7,0.19075046193387832,[[ -0.41905621   6.83515375  -1.7221859  -11.16187152]],0.7,0.19075046193387832
"('Ama__6', 'Antp__6', 'CG14427__6', 'hkb__6')",5,0.73,0.14859396198016878,[[  1.51186456  -0.22944156   0.91291974 -15.81010089]],0.7,0.12973285654762726
"('Ama__6', 'Antp__6', 'CG14427__6', 'hkb__6')",1+2,0.77,0.48485499832343854,[[ 0.44644362  6.07192063 -1.23833473  0.09615069]],0.79,0.474316652033636
"('Ama__6', 'Antp__6', 'CG14427__6', 'hkb__6')",4+6+7,0.7,0.2424775794956902,[[  1.1617084   -0.62993955   0.44286794 -24.54441289]],0.7,0.2424775794956902
"('Ama__6', 'Antp__6', 'CG14427__6', 'jumu__6')",3,0.7,0.23890037533578834,[[ 0.39186604  8.12052165 -1.12130824 -3.7296878 ]],0.7,0.23890037533578834
"('Ama__6', 'Antp__6', 'CG14427__6', 'jumu__6')",5,0.7,0.11213659930372348,[[ 1.4924546  -0.5764245  -1.0384388   0.74138143]],0.7,0.11213659930372348
"('Ama__6', 'Antp__6', 'CG14427__6', 'jumu__6')",1+2,0.82,0.48116693068583216,[[ 0.56528761  6.22083699 -1.03381838 -0.72906239]],0.79,0.4747914672828381
"('Ama__6', 'Antp__6', 'CG14427__6', 'jumu__6')",4+6+7,0.7,0.19088367238822668,[[ 1.37349273 -0.81510661 -2.03413172  0.51443873]],0.7,0.19088367238822668
"('Ama__6', 'Antp__6', 'CG14427__6', 'ken__6')",3,0.7,0.20070526577585565,[[ -0.62511668   5.90552887  -2.3856662  -16.49395202]],0.7,0.20070526577585565
"('Ama__6', 'Antp__6', 'CG14427__6', 'ken__6')",5,0.75,0.2764231123881898,[[  0.82321555  -1.93041999   1.11704726 -36.37896846]],0.7,0.2729104051246892
"('Ama__6', 'Antp__6', 'CG14427__6', 'ken__6')",1+2,0.7,0.5270872222602785,[[ 1.58333615  7.66346315 -1.31272734  6.13481594]],0.79,0.49270969101885354
"('Ama__6', 'Antp__6', 'CG14427__6', 'ken__6')",4+6+7,0.75,0.3040499696769967,[[ 1.83985346 -0.74078681 -1.52926641  2.37777935]],0.7,0.2921057718259352
"('Ama__6', 'Antp__6', 'CG14427__6', 'kni__6')",3,0.7,0.1504493584507162,[[-0.04631296  6.54647759 -2.64719084 -0.60354703]],0.7,0.1504493584507162
